Substance ID,Name ,CAS ,SMILES,Formula ,FW ,OVERALL ,TA100 ,TA100_S9 ,TA1535 ,TA1535_S9 ,TA97 ,TA97_S9 ,TA1538 ,TA1538_S9 ,TA98 ,TA98_S9 ,TA1537 ,TA1537_S9 ,TA102 ,TA102_S9 ,TA104 ,TA104_S9 ,TA98(NR) ,TA98(NR)_S9 ,TA97A ,TA97A_S9 ,"TA98(1,8-DNP6) ","TA98(1,8-DNP6)_S9 ","TA100(1,8-DNP6) ","TA100(1,8-DNP6)_S9 ",TA100(NR) ,TA100(NR)_S9 ,YG1024 ,YG1024_S9 ,TA2638 ,TA2638_S9 ,YG1029 ,YG1029_S9 ,TA92 ,TA92_S9 ,YG1026 ,YG1026_S9 ,YG1021 ,YG1021_S9 ,TA7004 ,TA7004_S9 ,TA7005 ,TA7005_S9 ,TA1978 ,TA1978_S9 ,TA7002 ,TA7002_S9 ,TA7003 ,TA7003_S9 ,TA7001 ,TA7001_S9 ,TA7006 ,TA7006_S9 ,TM677 ,TM677_S9 ,G46 ,G46_S9 ,YG1020 ,YG1020_S9 ,YG1025 ,YG1025_S9 ,TA94 ,TA94_S9
7183," (+/-)-ANTI-1,2-DIHYDROXY-3,4-EPOXY-1,2,3,4-TETRAHYDRO-5,9-DIMETHYLCHRYSENE ",  139493-54-2  ,HC(H)c1c2c(c3c(ccc(C(H)H)c3)c1)ccc1c2[C@@]2[C@]([C@](O)[C@@]1O)O2,C20H18O3 ,306.3551,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7184," N-(DIETHYLPHOSPHORYL)PHENANTHRENE 9,10-IMINE ",  81593-13-7  ,HC(H)C(H)OP(=O)(N1C2c3c(-c4c(cccc4)C12)cccc3)OC(H)C(H)H,C18H20NO3P ,329.3301,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7185," N-((PHENYLMETHYL)SULFONYL)PHENANTHRENE 9,10-IMINE ",  106686-67-3  ,HC(c1ccccc1)S(=O)(=O)N1C2c3c(-c4c(cccc4)C12)cccc3,C21H17NO2S ,347.4312,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7186," N-((9-(DI-2-PROPENYL)AMINO)PHENANTHREN-10-YL)PHENANTHRENE 9,10-IMINE ",  106686-68-4  ,HC(C=CH)N(C(H)C=CH)C1c2c(-c3c(cccc3)C1N1C3c4c(-c5c(cccc5)C13)cccc4)cccc2,C34H30N2 ,466.6155,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7187, 4-AMINO-3-CARBOLINE ,  79642-27-6  ,, , ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7188," METHYL 3,4-DICHLORO-5-AMINO-2-FUROATE ",  122587-23-9  ,HC(H)OC(=O)C1=C(Cl)C(Cl)=C(N(=O)=O)O1,C6H3Cl2NO5 ,239.9972,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7189," (Z)-3,4-DICHLORO-2,5-DIHYDRO-5-(HYDROXYIMINO)-2-FURANCARBOXYLIC ACID, ",  162050-11-5  ,, , ,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7190," (E)-3,4-DICHLORO-2,5-DIHYDRO-5-(HYDROXY-IMINO)-2-FURANCARBOXYLIC ACID, ",  162050-12-6  ,, , ,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7191, METHYL VIOLET ,  8004-87-3  ,HC(H)N(c1ccc([C+](c2ccc(N(C(H)H)C(H)H)cc2)c2ccc(NC(H)H)cc2)cc1)C(H)H,C24H28N3 ,358.4993,3,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7192," 2A,7B-DIHYDRO-7B-METHOXY-2A-METHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-82-2  ,HC(H)C12C(OC(H)H)(c3c(cccc3)O1)OO2,C10H10O4 ,194.184,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7193," 2A,7B-DIHYDRO-7B-METHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-83-3  ,HC(H)C12c3c(cccc3)OC1OO2,C9H8O3 ,164.158,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7194, 5-NITRO-2-FURAMIDOXINE ,  772-43-0  ,C(N)(C1=CC=C(N(=O)=O)O1)=NO,C5H5N3O4 ,171.111,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7195," 4-ACETYL-2A,7B-DIHYDRO-2A,7B-DIMETHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-86-6  ,HC(H)C12C(C(H)H)(c3c(c(C(=O)C(H)H)ccc3)O1)OO2,C12H12O4 ,220.2213,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7196," 2A,7B-DIHYDRO-7-METHOXY-2A,7B-DIMETHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-87-7  ,HC(H)C12C(C(H)H)(c3c(cccc3OC(H)H)O1)OO2,C11H12O4 ,208.2106,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7197," 2A,7B-DIHYDRO-4-METHOXY-2A,7B-DIMETHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-88-8  ,HC(H)C12C(C(H)H)(c3c(c(OC(H)H)ccc3)O1)OO2,C11H12O4 ,208.2106,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7198," 5-(ACETYLOXY)-2A,7B-DIHYDRO-2A,7B-DIMETHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-90-2  ,HC(H)C12C(C(H)H)(c3c(cc(OC(=O)C(H)H)cc3)O1)OO2,C12H12O5 ,236.2207,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7199," N-(5-METHYL-2,1-BENZISOTHIAZOL-3-YL)BUTANAMIDE ",  99523-61-2  ,HC(H)C1C=CC2C(=C(NC(=O)C(H)C(H)C(H)H)SN=2)C=1,C12H14N2OS ,234.3184,Inc ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7200," 6-(ACETYLOXY)-2A,7B-DIHYDRO-2A,7B-DIMETHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-91-3  ,HC(H)C12C(C(H)H)(c3c(ccc(OC(=O)C(H)H)c3)O1)OO2,C12H12O5 ,236.2207,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7201," 2A,7B-DIHYDRO-2A-(HYDROXYMETHYL)-7B-METHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-93-5  ,HC(H)C12c3c(cccc3)OC1(C(H)O)OO2,C10H10O4 ,194.184,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7202," 2A,7B-DIHYDRO-2A,7B-BIS(HYDROXYMETHYL)-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-94-6  ,HC(O)C12C(C(H)O)(c3c(cccc3)O1)OO2,C10H10O5 ,210.1834,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7203," 2A,7B-DIHYDRO-2A-(METHOXYMETHYL)-7B-METHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-95-7  ,HC(H)C12c3c(cccc3)OC1(C(H)OC(H)H)OO2,C11H12O4 ,208.2106,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7204," 2A-(ACETYLOXYMETHYL)-2A,7B-DIHYDRO-7B-METHYL-1,2-DIOXETO[3,4-B]BENZOFURAN ",  128753-96-8  ,HC(H)C12c3c(cccc3)OC1(C(H)OC(=O)C(H)H)OO2,C12H12O5 ,236.2207,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7205," 2A-(4-CHLOROPHENYLCARBAMOYLOXYMETHYL)-2A,7B-DIHYDRO-7B-METHYL-1,2-DIOXETO[3,4-B] ",  128753-99-1  ,HC(H)C12c3c(cccc3)OC1(C(H)OC(=O)Nc1ccc(Cl)cc1)OO2,C17H14ClNO5 ,347.7495,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7206," 2A,9B-DIHYDRO-2A,8,9B-TRIMETHYL-6H-1,2-DIOXETO[3',4':4,5]FURO[3,2-G][1]BENZOPYRA ",  129812-24-4  ,HC(H)C12C(C(H)H)(c3c(cc4c(C(C(H)H)=CC(=O)O4)c3)O1)OO2,C14H12O5 ,260.2421,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7207," 6B,8A-DIHYDRO-4,6B,8A-TRIMETHYL-2H-[1,2]DIOXETO[3',4':4,5]FURO[3,2-H]-1-BENZOPYR ",  129833-00-7  ,HC(H)C12C(C(H)H)(c3c(c4c(C(C(H)H)=CC(=O)O4)cc3)O1)OO2,C14H12O5 ,260.2421,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7208," N-(5-(5-NITRO-2-FURANYL)-1,3,4-THIADIAZOL-2-YL)ACETAMIDE ",  2578-75-8  ,HC(H)C(=O)NC1=NN=C(C2=CC=C(N(=O)=O)O2)S1,C8H6N4O4S ,254.2238,3,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7209," 7A,9A-DIHYDRO,1,7A,9A-TRIMETHYL-3H-[1,2]DIOXETO[3',4':4,5]FURO[3,2-F]BENZOPYRAN- ",  129812-26-6  ,HC(H)C12C(C(H)H)(c3c4C(C(H)H)=CC(=O)Oc4ccc3O1)OO2,C14H12O5 ,260.2421,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7210," 7A,9A-DIHYDRO-7A,9A-DIMETHYL[1,2]DIOXETO[3,4-B]NAPHTHO[1,2-D]FURAN ",  129812-29-9  ,HC(H)C12C(C(H)H)(c3c4c(ccc3O1)cccc4)OO2,C14H12O3 ,228.2433,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7211," 6B,8A-DIHYDRO-6B,8A-DIMETHYL[1,2]DIOXETO[3',4':4,5]FURO[3,2-H]QUINOLINE ",  129812-30-2  ,HC(H)C12C(C(H)H)(c3c(c4c(cccn4)cc3)O1)OO2,C13H11NO3 ,229.2314,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7212," CIS-(+)-3'-ACETYL-3'-METHYLSPIRO[NAPHTHALENE-2(1H),2'-OXIRAN]-1-ONE ",  129833-02-9  ,HC(H)C(=O)[C@]1(C(H)H)[C@@]2(C(=O)c3c(C=C2)cccc3)O1,C14H12O3 ,228.2433,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7213," CIS-(+)-3'-ACETYL-3'-METHYLSPIRO[NAPHTHALENE-1(2H),2'-OXIRAN]-2-ONE ",  129833-03-0  ,HC(H)C(=O)[C@@]1(C(H)H)[C@]2(c3c(C=CC2=O)cccc3)O1,C14H12O3 ,228.2433,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7214, 3-(5-NITRO-2-FURYL)ACRYLAMIDE ,  710-25-8  ,C(N)(=O)C=CC1=CC=C(N(=O)=O)O1,C7H6N2O4 ,182.1336,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7215," CIS-2-BUTENE-1,4-DIAL ",  3675-13-6  ,C(=O)C=CC=O,C4H4O2 ,84.0734,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7216, PARLAR 26 ,  142534-71-2  ,HC(H)[C@@]1(C(Cl)Cl)C2(C(Cl)Cl)[C@@](Cl)[C@](Cl)C1[C@@](Cl)[C@]2Cl,C10H10Cl8 ,413.808,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7217, PARLAR 50 ,  66860-80-8  ,HC(Cl)[C@]1(C(Cl)Cl)C2(C(Cl)Cl)[C@@](Cl)[C@](Cl)C1[C@@](Cl)[C@]2Cl,C10H9Cl9 ,448.2528,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
7218, 4-(5-NITRO-2-FURYL)THIAZOLE ,  53757-28-1  ,C1(C2=CC=C(N(=O)=O)O2)=CSC=N1,C7H4N2O3S ,196.1843,3,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
