Structure [idcode]	Molecule Name	Formula	FW	DSSTox_CID	SR-HSE	NR-AR	SR-ARE	NR-Aromatase	NR-ER-LBD	NR-AhR	SR-MMP	NR-ER	NR-PPAR-gamma	SR-p53	SR-ATAD5	NR-AR-LBD	Smiles	
fakP``JQIxDQJHKD]bLbbbRRaRrTRbKAV]UlDDP@TAA@@@@	NCGC00257722-01	C16H8Cl4N2O2	402.0589	175	0	0	0	0	0	0		0	0	0	0	0	Clc(cc1Cl)cnc1Oc(cc1)ccc1Oc(ncc(Cl)c1)c1Cl	
f`ihA@BBUjpH`pPdsJwJkIFl{tuLsSUP@@	NCGC00160529-06	C9H8ClN5S	253.7113	3679	0		0										Clc(ccc1nsnc11)c1NC1=NCCN1	
f`ihA@BBUjpH`pPdsJwJkIFl{tuLsSUP@@	NCGC00160529-01	C9H8ClN5S	253.7113	3679		1		0	0	0	0	0	0	0	0	0	Clc(ccc1nsnc11)c1NC1=NCCN1	
dg|@P@bEbLbbbTVbKR]pP@P@@@	NCGC00259793-01	C12H8Cl2	223.0979	24533	0	0	0		1	0	1	1	0		0	0	Clc(cccc1)c1-c(cccc1)c1Cl	
fdeqB@AJcpDQdTTRbrJbRYIV`q``dj@@P@@	NCGC00014684-04	C13H8ClN3O	257.6751	25117	0		1										Clc(cccc1)c1-c1nc(-c2ccncc2)no1	
fdeqB@AJcpDQdTTRbrJbRYIV`q``dj@@P@@	NCGC00014684-03	C13H8ClN3O	257.6751	25117		0			0	1	0	1	0	0	1	0	Clc(cccc1)c1-c1nc(-c2ccncc2)no1	
fbmHA@NBUhDPFHRYeg_YgYKQdy``@@``@@@@	NCGC00259237-01	C14H8Cl2N4	303.1461	3881	0	0	0		0	1	0	1	0	0	1	0	Clc(cccc1)c1-c1nnc(-c(cccc2)c2Cl)nn1	
fbmHA@NBUhDPFHRYeg_YgYKQdy``@@``@@@@	NCGC00254808-01	C14H8Cl2N4	303.1461	3881	0	0	0		0	0	0	1	0	0	1	0	Clc(cccc1)c1-c1nnc(-c(cccc2)c2Cl)nn1	
daD@P@bBbDfYvzB@@@	NCGC00259706-01	C6H4Cl2	147.0020	430	0	0	0	0	0	0	0	0	0	0	0		Clc(cccc1)c1Cl	
daD@P@bBbDfYvzB@@@	NCGC00253914-01	C6H4Cl2	147.0020	430	0	0	0	0	0	0	0	0	0	0	0	0	Clc(cccc1)c1Cl	
dk]@`BLHaIfV]vgS``hjH@@	NCGC00253762-01	C10H13ClN2	196.6766	31523	0		1										Clc(cccc1)c1N1CCNCC1	
figPB@AQADYEEDeHXhhddd\sdTezt\AAUP@h@A@@@	NCGC00015251-13	C22H17ClN2	344.8368	9871	1		1										Clc1c(C(c2ccccc2)(c2ccccc2)n2cncc2)cccc1	
figPB@AQADYEEDeHXhhddd\sdTezt\AAUP@h@A@@@	NCGC00254538-01	C22H17ClN2	344.8368	9871	1	0	1	1		1					0		Clc1c(C(c2ccccc2)(c2ccccc2)n2cncc2)cccc1	
fhy`A@A@bOAFQQQIFIJYLxZw`pDEUMIP@@	NCGC00016872-12	C14H14ClNS	263.7857	3669	0		0										Clc1c(CN(CC2)Cc3c2scc3)cccc1	
fhy`A@A@bOAFQQQIFIJYLxZw`pDEUMIP@@	NCGC00016872-06	C14H14ClNS	263.7857	3669		0		0	1	0		1	0	0	0	0	Clc1c(CN(CC2)Cc3c2scc3)cccc1	
fnsQ@`CIDBHUDEbJaBSLkN{LkKNIsUlAAUUSKRUBa@@	NCGC00167430-04	C16H13Cl3N2OS	387.7112	26619	1												Clc1c(CO[C@@H](Cn2cncc2)c(ccc(Cl)c2)c2Cl)ccs1	
fnsQ@`CIDBHUDEbJaBSLkN{LkKNIsUlAAUUSKRUBa@@	NCGC00167430-01	C16H13Cl3N2OS	387.7112	26619		0		1		0			0		0		Clc1c(CO[C@@H](Cn2cncc2)c(ccc(Cl)c2)c2Cl)ccs1	
flupa@G^RJPHcTQdTTRTbrUbSNFmELAAUUTiP@@	NCGC00166311-01	C12H11Cl2N3O2	300.1406	21613		0		0	0	0	0	0	0	0	0	0	Clc1cc(Cl)c(C2(Cn3ncnc3)OCCO2)cc1	
flupa@G^RJPHcTQdTTRTbrUbSNFmELAAUUTiP@@	NCGC00255470-01	C12H11Cl2N3O2	300.1406	21613	0	0	0	0	0	0	0	0	0	0	0	0	Clc1cc(Cl)c(C2(Cn3ncnc3)OCCO2)cc1	
fdyPC@NRADJbHqBSLlkzhpTm^C@QEMUE@@@	NCGC00254535-01	C13H15Cl3N2	305.6306 (269.1697+36.4609)	27259	0	0	0		0			1	0	0	0	0	Clc1cc(Cl)c(CN(CCCCC2)C2=N2)c2c1.Cl	
fi{Q@`CIDBHUDEbAqFQQQIQYYQQIQWLxgK^pDEUU@lADPhP@	NCGC00016770-01	C18H14Cl4N2O	416.1286	3319		0		1	0	1	0	0	0		0	0	Clc1cc(Cl)c(CO[C@@H](Cn2cncc2)c(ccc(Cl)c2)c2Cl)cc1	
fi{Q@`CIDBHUDEbFqFQQQIQYYQQIQRlxgOQpDEUU@lPDPhP@	NCGC00179642-03	C18H14Cl4N2O	416.1286	25447	1												Clc1cc(Cl)c([C@H](Cn2cncc2)OCc(c(Cl)ccc2)c2Cl)cc1	
fi{Q@`CIDBHUDEbFqFQQQIQYYQQIQRlxgOQpDEUU@lPDPhP@	NCGC00016800-01	C18H14Cl4N2O	416.1286	25447		0		1			0	0	0		0		Clc1cc(Cl)c([C@H](Cn2cncc2)OCc(c(Cl)ccc2)c2Cl)cc1	
eghTHL@CDa@HaRHzBLbbbRbrrbbRQrTRSGBVUSQutAAUUPJAP@DDEA@@	NCGC00253713-01	C24H20Cl2N2OS	455.3994	31601	1												Clc1cc(Cl)c([C@H](Cn2cncc2)OCc(cc2)ccc2Sc2ccccc2)cc1	
did@p@bFbAbDfUfn`BH@@	NCGC00257833-01	C6H3Cl3	181.4470	6195	0	0	0	0	0	0	0	0	0	0	0	0	Clc1cc(Cl)cc(Cl)c1	
dk]@`FLHaIe[mZ{S`BJjH@@	NCGC00015247-07	C10H13ClN2	196.6766	25138	0		0										Clc1cc(N2CCNCC2)ccc1	
dk]@`FLHaIe[mZ{S`BJjH@@	NCGC00015247-04	C10H13ClN2	196.6766	25138		0		0	0	0	0	0	0	0	0	0	Clc1cc(N2CCNCC2)ccc1	
fnsHA@ANSTDPvHrJIJFJJIIFYBcG^cdmX@JjAPbbFGB@@	NCGC00181034-03	C17H14Cl2N4	345.2259 (308.7649+36.4609)	26817	0		0										Clc1cc([C@H](c(cc2)cc3c2nc[nH]3)n2cncc2)ccc1.Cl	
fnsHA@ANSTDPvHrJIJFJJIIFYBcG^cdmX@JjAPbbFGB@@	NCGC00181034-01	C17H14Cl2N4	345.2259 (308.7649+36.4609)	26817		0		1	0	1			0	0	0	0	Clc1cc([C@H](c(cc2)cc3c2nc[nH]3)n2cncc2)ccc1.Cl	
foQ@B@@QBSJvjkQdeV]@@@@@@@@	NCGC00260506-01	C14H9Cl	212.6743	29086		0	0			1				1	0		Clc1cc2cc3ccccc3cc2cc1	
dmL@`@bDfUmZZU`@@@@@	NCGC00258534-01	C10H7Cl	162.6156	3971	0	0	0	0	0	0	0		0	0	0	0	Clc1cc2ccccc2cc1	
fakpA@AVbBH{DILkkLr{veFZlEMVp@UPLDUQD@@	NCGC00015243-10	C19H21Cl2N3	362.2961 (325.8352+36.4609)	25136	1		0										Clc1ccc(Cn2c(cccc3)c3nc2CN2CCCC2)cc1.Cl	
fakpA@AVbBH{DILkkLr{veFZlEMVp@UPLDUQD@@	NCGC00015243-02	C19H21Cl2N3	362.2961 (325.8352+36.4609)	25136		0		0	0	0	0	0	0	0	0	0	Clc1ccc(Cn2c(cccc3)c3nc2CN2CCCC2)cc1.Cl	
fasaA@@bAD]bDfUvVUWmRcOQjv@BjBBJjBap`@	NCGC00178069-05	C20H25Cl2NO	366.3246 (329.8637+36.4609)	25413	0												Clc1ccc([C@H](c2ccccc2)OCCN2CCCCC2)cc1.Cl	
fasaA@@bAD]bDfUvVUWmRcOQjv@BjBBJjBap`@	NCGC00016711-01	C20H25Cl2NO	366.3246 (329.8637+36.4609)	25413		0		0	0	0		0	0	0	0	0	Clc1ccc([C@H](c2ccccc2)OCCN2CCCCC2)cc1.Cl	
foA@C@@QCHbtQdTRTQbReNF]@DPA@@@@	NCGC00259797-01	C12H7Cl3	257.5430	3883	0	0	0	0		0		0	0	0	0	0	Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1	
daD@P@bFbDfUjz@H@@	NCGC00253960-01	C6H4Cl2	147.0020	2056	0	0	0	0	0	0	0	0		0	0	0	Clc1cccc(Cl)c1	
daD@P@bFbDfUjz@H@@	NCGC00259728-01	C6H4Cl2	147.0020	2056	0	0	0	0	0	0	0	0	0	0	0	0	Clc1cccc(Cl)c1	
did@p@bBbFbDfYoa`b@@@	NCGC00254273-01	C6H3Cl3	181.4470	6193	0	0	0	0	0		0	0	0	0	0	0	Clc1cccc(Cl)c1Cl	
did@p@bBbFbDfYoa`b@@@	NCGC00259662-01	C6H3Cl3	181.4470	6193	0	0	0	0	0	0	0	0	0	0	0	0	Clc1cccc(Cl)c1Cl	
dg@PBWPbAbLbbbRfaSR]pPLUQ@@	NCGC00179680-05	C9H9Cl2N3	230.0939	2846	0		0										Clc1cccc(Cl)c1N=C1NCCN1	
dg@PBWPbAbLbbbRfaSR]pPLUQ@@	NCGC00015268-05	C9H9Cl2N3	230.0939	2846		0		0	0	0	0	0	0	0	0	0	Clc1cccc(Cl)c1N=C1NCCN1	
do@pBWPbAbGbLbbbRfaPZSnBAbjH@@	NCGC00256172-01	C9H10Cl3N3	266.5548 (230.0939+36.4609)	24670	0	0	0	0	0	0	0	0	0	0	0	0	Clc1cccc(Cl)c1N=C1NCCN1.Cl	
dmL@`@bLbbbTQ[iV@@@@@@	NCGC00258377-01	C10H7Cl	162.6156	4791	0	0	0	0	0	0	0	1	0	0	0	0	Clc1cccc2ccccc12	
gOpHADILkW@@@@	NCGC00258775-01	C6H5Cl	112.5569	298	0	0	0	0	0	0	0	0	0	0	0	0	Clc1ccccc1	
daE@PDpHahaIeZn`B@@@	NCGC00260376-01	C4H2Cl2N2	148.9781	29149	0	0	0	0	0	0		0	0	0	0	0	Clc1ccnc(Cl)n1	
die@pDpHah`XaIeYkh@b@@	NCGC00260462-01	C4HCl3N2	183.4231	29143	0	0	1	0	0	0	0	0		0		0	Clc1nc(Cl)nc(Cl)c1	
dig@pDs`bFbAbDfUfn`BH@@	NCGC00257057-01	C3Cl3N3	184.4112	6799		0			0		0		0	0	0	0	Clc1nc(Cl)nc(Cl)n1	
dig@pDs`bFbAbDfUfn`BH@@	NCGC00259998-01	C3Cl3N3	184.4112	6799	0	0	0	0		0	0		0	0	0	0	Clc1nc(Cl)nc(Cl)n1	
dg}@PDlHa`aIe[yVnNx@bjh`@	NCGC00024740-04	C10H13ClN2S	228.7416	25659	0		0										Clc1nc(SC2CCNCC2)ccc1	
dg}@PDlHa`aIe[yVnNx@bjh`@	NCGC00024740-02	C10H13ClN2S	228.7416	25659		0		0	0	0	0	0	0		0	0	Clc1nc(SC2CCNCC2)ccc1	
dcm@PDXHbhcHheEBdwKlA@@@@@	NCGC00257692-01	C8H4Cl2N2	199.0368	5013	0	0	0		0	0		0	1	0	0		Clc1nc2ccccc2nc1Cl	
foAPA@DJADNbDfUvYrcEFMZ@BjjJqrBad@	NCGC00247722-01	C11H14Cl2N2	245.1483 (208.6873+36.4609)	28865		0		0	0	0		0	0	0	0	0	Clc1ncc([C@H]2[C@H](CC3)N[C@H]3C2)cc1.Cl	
gOxHDHaIeZx@@@	NCGC00259832-01	C5H4ClN	113.5450	4810	0	0	0	0	0	0	0	0	0	0	0	0	Clc1ncccc1	
gOxHDHaIeZx@@@	NCGC00257172-01	C5H4ClN	113.5450	4810	0	0	0	0	0	0	0	0	0	0	0	0	Clc1ncccc1	
fikPRBF\`cA@AANYNRRDFQQSZZIIKJlWkQkUMUP@@@`@@	NCGC00259037-01	C18H20N2O4S	360.4274 (249.3297+111.0977)	4048	0	0	1			0	0		0	0	0	0	Cn(c(-c1ccccc1)c1)[n+](C)c1-c1ccccc1.COS([O-])(=O)=O	
fikPRBF\`cA@AANYNRRDFQQSZZIIKJlWkQkUMUP@@@`@@	NCGC00254616-01	C18H20N2O4S	360.4274 (249.3297+111.0977)	4048	0	0	1		0	0	0		0	0		0	Cn(c(-c1ccccc1)c1)[n+](C)c1-c1ccccc1.COS([O-])(=O)=O	
fnsIB@LD|V@HaAYeeeuW\RgQCdmVj``@BIhH@@	NCGC00015917-06	C17H17ClN4O	328.7961 (292.3351+36.4609)	22622	0		0										Cn(ccc1c2)c1cc(CC1)c2N1C(Nc1cnccc1)=O.Cl	
fnsIB@LD|V@HaAYeeeuW\RgQCdmVj``@BIhH@@	NCGC00094422-01	C17H17ClN4O	328.7961 (292.3351+36.4609)	22622		0				1		1	0	0	1	0	Cn(ccc1c2)c1cc(CC1)c2N1C(Nc1cnccc1)=O.Cl	
fluxbBLTDZs`qR@HMJ^rQQQJJJIHrSeV|F`dbjJXT@@	NCGC00015060-18	C9H7N7O2S	277.2626	119	0		1										Cn(cn1)c(Sc2ncnc3c2[nH]cn3)c1[N+]([O-])=O	
fluxbBLTDZs`qR@HMJ^rQQQJJJIHrSeV|F`dbjJXT@@	NCGC00015060-06	C9H7N7O2S	277.2626	119		0			0	0		0	0	1	0	0	Cn(cn1)c(Sc2ncnc3c2[nH]cn3)c1[N+]([O-])=O	
fluxbBLTDZs`qR@HMJ^rQQQJJJIHrSeV|F`dbjJXT@@	NCGC00015060-14	C9H7N7O2S	277.2626	119	0	0	1		0	1			0	1	0	0	Cn(cn1)c(Sc2ncnc3c2[nH]cn3)c1[N+]([O-])=O	
dmN`@@rfUJY{fnEP`bhP@	NCGC00260497-01	C6H7N5	149.1533	29335	0	0	0	0	0	0	0	0	0	0	0	0	Cn(cn1)c2c1ncnc2N	
dg|d@Dq]@\bbbbfJSSimUSTs@@	NCGC00259234-01	C8H10N4O2	194.1906	232	0	0	1	0	0	0			0	0	0	0	Cn1c(C(N(C)C(N2C)=O)=O)c2nc1	
dg|d@Dq]@\bbbbfJSSimUSTs@@	NCGC00254057-01	C8H10N4O2	194.1906	232	0	0	0	0	0	0	0	0	0	0	0	0	Cn1c(C(N(C)C(N2C)=O)=O)c2nc1	
fm{IH@DXUh@gASt\uyEEEELT`UMIdhhrVcMUSTsUULs@@@	NCGC00015208-19	C14H18N4O9	386.3141 (192.1235+194.1906)	26938	0		0										Cn1c(C(N(C)C(N2C)=O)=O)c2nc1.OC(CC(O)=O)(CC(O)=O)C(O)=O	
fm{IH@DXUh@gASt\uyEEEELT`UMIdhhrVcMUSTsUULs@@@	NCGC00015208-09	C14H18N4O9	386.3141 (192.1235+194.1906)	26938		0		0	0	0	0	0	0	0	0	0	Cn1c(C(N(C)C(N2C)=O)=O)c2nc1.OC(CC(O)=O)(CC(O)=O)C(O)=O	
dk\d@DsmB\bbbTrQXUujjUj`@	NCGC00016023-18	C7H8N4O2	180.1640	6132	0		0										Cn1c(C(NC(N2C)=O)=O)c2nc1	
dk\d@DsmB\bbbTrQXUujjUj`@	NCGC00016023-11	C7H8N4O2	180.1640	6132		0		0	0	0	0	0	0	0	0	0	Cn1c(C(NC(N2C)=O)=O)c2nc1	
dk\d@DsmB\bbbTrQXUujjUj`@	NCGC00253943-01	C7H8N4O2	180.1640	6132	0	0		0	0	0	0	0	0	0	0	0	Cn1c(C(NC(N2C)=O)=O)c2nc1	
elZYB@@DJCGLngo`PDbd\bbTTTRQRVbftRbQTQdtLlVNZiZjZifijjZVP@@	NCGC00018292-04	C22H27N9O4	481.5077	25637		0		0	0	0	0		0	0	0	0	Cn1c(C(Nc2cn(C)c(C(Nc3cn(C)c(C(NCCC(N)=N)=O)c3)=O)c2)=O)cc(NC=O)c1	
foQH@@@RM[IEDhmBdj\DkQ`@@ajB@@	NCGC00258247-01	C11H10N4	198.2239	745	0		0		0	1	0	0	0	0	0	0	Cn1c(N)nc2c(cccn3)c3ccc12	
dcnh@DkaTLbbTTRk]JmLtuP@@	NCGC00260474-01	C6H7N5O	165.1527	29274	0	0	0	0	0	0		0	0	0	0	0	Cn1c(NC(N)=NC2=O)c2nc1	
dg\bAHH[AENISlbfbbQRcBuMUSH@@	NCGC00016685-11	C6H8N4O4	200.1521	25400	0		0										Cn1c([N+]([O-])=O)cnc1COC(N)=O	
dg\bAHH[AENISlbfbbQRcBuMUSH@@	NCGC00016685-05	C6H8N4O4	200.1521	25400		0		0	0	0	0	0	0	0	0	0	Cn1c([N+]([O-])=O)cnc1COC(N)=O	
dg\bAHH[AENISlbfbbQRcBuMUSH@@	NCGC00257484-01	C6H8N4O4	200.1521	25400	0	0	0	0	0		0	0	0	0	0	0	Cn1c([N+]([O-])=O)cnc1COC(N)=O	
fmwIc@AAsUKU`qFQAiCHhdhThhihiellj\}DmX@b`bHYjjB@@	NCGC00189073-02	C17H15BrClFN4O3	457.6814	28870	0												Cn1c(cc(C(NOCCO)=O)c(Nc(ccc(Br)c2)c2Cl)c2F)c2nc1	
fmwIc@AAsUKU`qFQAiCHhdhThhihiellj\}DmX@b`bHYjjB@@	NCGC00189073-01	C17H15BrClFN4O3	457.6814	28870		0			1		0	1	0	0	0	0	Cn1c(cc(C(NOCCO)=O)c(Nc(ccc(Br)c2)c2Cl)c2F)c2nc1	
fncpa@LF}UhHcTQdRTTRRTJRVRbkN}UPPTMUSD@@	NCGC00181170-02	C16H21Cl2N3O2	358.2628	26888	0		0										Cn1c(ccc(N(CCCl)CCCl)c2)c2nc1CCCC(O)=O	
fncpa@LF}UhHcTQdRTTRRTJRVRbkN}UPPTMUSD@@	NCGC00181170-01	C16H21Cl2N3O2	358.2628	26888		0		0	0	0	0	0	0	1	0	0	Cn1c(ccc(N(CCCl)CCCl)c2)c2nc1CCCC(O)=O	
en[ZD@@DODodPNLbbTRTtTRbRRRVbjvRbRHhl|BRJfzN^~iYZfZYBBBBJJj@BhH@@@	NCGC00238452-03	C32H29N5O2	515.6050	24029	0		0										Cn1c(cccc2)c2c(C(C(N2)=O)=C(c3cn(C4CCN(Cc5ncccc5)CC4)c4c3cccc4)C2=O)c1	
en[ZD@@DODodPNLbbTRTtTRbRRRVbjvRbRHhl|BRJfzN^~iYZfZYBBBBJJj@BhH@@@	NCGC00238452-01	C32H29N5O2	515.6050	24029		0		0	0	0	0	0	0		0		Cn1c(cccc2)c2c(C(C(N2)=O)=C(c3cn(C4CCN(Cc5ncccc5)CC4)c4c3cccc4)C2=O)c1	
ffcqB@MQk@DQ`RbbbbRRRfJejr_YKUjZBhJQjJAH@	NCGC00167437-02	C17H18ClN3O	315.7973 (279.3364+36.4609)	1223			0										Cn1c(cccc2)c2c(C([C@H](CC2)Cc3c2[nH]cn3)=O)c1.Cl	
ffcqB@MQk@DQ`RbbbbRRRfJejr_YKUjZBhJQjJAH@	NCGC00167437-01	C17H18ClN3O	315.7973 (279.3364+36.4609)	1223		0		0	0	0	0	0	0	0	0	0	Cn1c(cccc2)c2c(C([C@H](CC2)Cc3c2[nH]cn3)=O)c1.Cl	
egd\D@@LGM`DLbbRRbbRRtVtRRTM`WdUWTqrvsUTEAQUA@qEEaqOIE@@	NCGC00017257-14	C25H29N3O2	403.5167	22584	0												Cn1c2cccc([C@@H]3[C@@H](C4)N(C)C[C@H](CNC(OCc5ccccc5)=O)C3)c2c4c1	
egd\D@@LGM`DLbbRRbbRRtVtRRTM`WdUWTqrvsUTEAQUA@qEEaqOIE@@	NCGC00017257-09	C25H29N3O2	403.5167	22584		0			0					0	0	0	Cn1c2cccc([C@@H]3[C@@H](C4)N(C)C[C@H](CNC(OCc5ccccc5)=O)C3)c2c4c1	
eol\LH@BGCaID`LSHhdeidhdhhlhldhZFO@faekmch@Ijjjj``XbbptgbB`@	NCGC00017259-07	C24H26BrN3O3	484.3855	25607	0		0										Cn1c2cccc([C@@]3([C@@H](C4)N(C)C[C@H](COC(c5cc(Br)cnc5)=O)C3)OC)c2c4c1	
eol\LH@BGCaID`LSHhdeidhdhhlhldhZFO@faekmch@Ijjjj``XbbptgbB`@	NCGC00017259-04	C24H26BrN3O3	484.3855	25607		0			0	1	0	0	0	0	0	0	Cn1c2cccc([C@@]3([C@@H](C4)N(C)C[C@H](COC(c5cc(Br)cnc5)=O)C3)OC)c2c4c1	
dgmBaNvDp`|B{irRSHVQKZ[USTt@@	NCGC00258652-01	C7H15N2O4P	222.1788 (97.1378+125.0410)	27946	0	0	0	0	0	0	0	0	0	0	0	0	Cn1c[n+](C)cc1.COP([O-])(OC)=O	
fakIB@LLTf@HaAYYeeUY}UirXuKujZhJ`jJhlTUhy@@	NCGC00183873-01	C18H25ClN4O	348.8703 (312.4094+36.4609)	28983		0		0	0	0	0	0	0	0	0	0	Cn1nc(C(N[C@@H]2C[C@H](CCC3)N(C)[C@H]3C2)=O)c2c1cccc2.Cl	
ef^VILBLBFNMJk@hdbagolP@`gPitHn~xfZYrQQIQRqJJZNIZZJJIG@L\V^^YPhtuTuULuTu@pDtH^KJ@@	NCGC00178851-03	C20H18N6Na2O9S	564.4363 (22.9892+22.9892+518.4578)	25595	0		0										Cn1nnnc1SCC(CO[C@@H]1[C@@]2(NC(C(C([O-])=O)c(cc3)ccc3O)=O)OC)=C(C([O-])=O)N1C2=O.[Na+].[Na+]	
ef^VILBLBFNMJk@hdbagolP@`gPitHn~xfZYrQQIQRqJJZNIZZJJIG@L\V^^YPhtuTuULuTu@pDtH^KJ@@	NCGC00017130-01	C20H18N6Na2O9S	564.4363 (22.9892+22.9892+518.4578)	25595		0		0	0	0		0	0	0	0	0	Cn1nnnc1SCC(CO[C@@H]1[C@@]2(NC(C(C([O-])=O)c(cc3)ccc3O)=O)OC)=C(C([O-])=O)N1C2=O.[Na+].[Na+]	
glHeHhx@BD`htzSMarERUUnpy\^oHSG`IDFV`tYMN@QD@H\A@HHQAGhH`aFAQQJIIIJZJqQJIQILFJIQIIISQVJIQJIItACCalN_@SJUrEGkpFCUUUMLtsTuSUUUTtsSMSUMRtlPPRaLTYQ@dTr@	NCGC00167463-01	C32H35ClN18O10S6	1059.5779 (511.5585+511.5585+36.4609)	26646		0		0	0	0		0	0	0	0	0	Cn1nnnc1SCC(CS[C@@H]1[C@@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C(O)=O)N1C2=O.Cn1nnnc1SCC(CS[C@@H]1[C@@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C(O)=O)N1C2=O.Cl	
eb^^AB@LINaemlQC@hd`XTP@cpHjBF`cIEDhhdddhXkEEeEXhhQqPpuLmmUUUSTsUMUMLtraABD@@	NCGC00016914-01	C17H17N7O8S4	575.6190	2762		0		0	0	0	0	0	0	0	0	0	Cn1nnnc1SCC(CS[C@@H]1[C@@]2(NC(C(S3)SC3=C(C(N)=O)C(O)=O)=O)OC)=C(C(O)=O)N1C2=O	
eo`^JBDLIFniekaC@hd`@cpHjBGmBKgirQQJJIIIJFJjIJJ`cbabYZjjjfifijjyTHHP`@	NCGC00023016-07	C15H16N7NaO5S3	493.5162 (22.9892+470.5270)	25590	0												Cn1nnnc1SCC(CS[C@@H]1[C@@]2(NC(CSCC#N)=O)OC)=C(C([O-])=O)N1C2=O.[Na+]	
eo`^JBDLIFniekaC@hd`@cpHjBGmBKgirQQJJIIIJFJjIJJ`cbabYZjjjfifijjyTHHP`@	NCGC00017120-01	C15H16N7NaO5S3	493.5162 (22.9892+470.5270)	25590		0		0	0	0	0	0	0	0	0	0	Cn1nnnc1SCC(CS[C@@H]1[C@@]2(NC(CSCC#N)=O)OC)=C(C([O-])=O)N1C2=O.[Na+]	
fewQA@EIxBHaHXDhheDdmBeLddeFUZNRuGNZjjh@b`B`@P``	NCGC00165953-02	C21H22ClFN2O	372.8636 (36.4609+336.4026)	26508		0			0	1		0		0	0	0	F/C(/COc(cc1)cc2c1c(cccc1)c1[nH]2)=C1\C(CC2)CCN2C1.Cl	
gG`bCQHR`TaiAI`j@@	NCGC00260039-01	H4BF3O2	103.8368 (18.0153+18.0153+67.8062)	13264	0	0	0	0	0	0	0	0	0	0	0	0	FB(F)F.O.O	
e`_`@F`@IABPpdJIAbPDdIICRPLdGICrPbdDi@jPjdNi@ZPVdMiBzP^dOiCHiCHYCHYCHYCHYCIUUUUUUUUUU@@@	NCGC00260314-01	C10F22	538.0719	9059	0	0	0	0	0	0	0	0	0	0	0	0	FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F	
fes@AH@XbICDaRPYHBdIRFi@t`zP}HQdDrAYBlavPGHSdLbdLadLadLadLeUUUUUUUT@@	NCGC00166217-02	C8BrF17	498.9625	26560	0		0										FC(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F	
fes@AH@XbICDaRPYHBdIRFi@t`zP}HQdDrAYBlavPGHSdLbdLadLadLadLeUUUUUUUT@@	NCGC00166217-01	C8BrF17	498.9625	26560		0		0	0	0	0	0	0	0	0	0	FC(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F	
efQP@A`@IABPhdFI@RPddMI@rP\d@iAJPrdJi@ZPfdEiCZPndOi@FPQdLY@fPidLbdtbdLaafdtafdT\fabeaWStMUUUUUUUUUUUUT@@@	NCGC00256219-01	C14F24	624.1115	27029	0	0	0	0	0	0	0		0	0	0	0	FC(C(C(C(C1(F)F)(F)F)(C(C(C2(F)F)(F)F)(F)F)F)(C2(F)F)F)(C1(C(C(C1(F)F)(F)F)(F)F)F)C1(F)F	
fcw@AH@RBIBd`rPEHRdMRAiAt`FPSHYdJrCY@\aNPWH[dLbdtbdLaafdtaabkE{UUUUUUUUUP@@	NCGC00165971-02	C10F18	462.0783	26511	0		0										FC(C(C(C(C1(F)F)(F)F)(F)F)(C(C(C2(F)F)(F)F)(F)F)F)(C1(F)F)C2(F)F	
fby@Ap@RBICDaRPYHBdIRFi@t`zP}HQdDrFYCHiCHYCHYCIUUUUUU@@@	NCGC00166122-01	C6F14	338.0418	26548		0		0	0	0	0	0	0	0	0	0	FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F	
fha@@p@RBICDaRPYHBdIRFi@t`zP}HAdLbdLadLadjjjjj`@@	NCGC00167420-01	C5F12	288.0343	26613		0		0	0	0	0	0	0	0	0	0	FC(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F	
dax@X@bDbLbJdFdNdLbdLeUT@@	NCGC00257633-01	C2Cl3F3	187.3756	7148	0	0	0	0	0	0	0	0	0	0	0	0	FC(C(Cl)(Cl)Cl)(F)F	
dax@X@bDbLdJbFbNdLbdLeUT@@	NCGC00258120-01	C2Cl4F2	203.8302	6091	0	0	0	0	0	0	0	0	0	0	0	0	FC(C(F)(Cl)Cl)(Cl)Cl	
dax@X@bDbLdJbFdNdLbdLeUT@@	NCGC00257955-01	C2Cl3F3	187.3756	1377	0	0	0	0	0	0	0	0	0	0	0	0	FC(C(F)(Cl)Cl)(F)Cl	
fncqA`CNKhDPjHCHQdJrCYCHhhdhllhiDcF\rV@`jjjiZJEJ@@	NCGC00254897-01	C13H11Cl2F4N3O	372.1456	14956	0	0		1	0	1							FC(C(OC[C@H](Cn1ncnc1)c(ccc(Cl)c1)c1Cl)(F)F)F	
